BSSID,ESSID,RSSI,POSITION_Y,POSITION_X
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,163,54
18:0f:76:c6:6c:a2,TUJHE KYA,-81,163,54
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,163,54
18:0f:76:c6:6c:a2,TUJHE KYA,-83,163,54
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,163,53
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,163,53
18:0f:76:c6:6c:a2,TUJHE KYA,-83,163,53
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,163,52
18:0f:76:c6:6c:a2,TUJHE KYA,-79,163,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,163,52
18:0f:76:c6:6c:a2,TUJHE KYA,-77,163,52
18:0f:76:c6:6c:a2,TUJHE KYA,-83,163,51
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,163,51
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,163,50
18:0f:76:c6:6c:a2,TUJHE KYA,-83,163,50
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,50
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,50
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,51
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,51
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,51
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,52
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,52
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,52
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,53
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,53
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,54
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,54
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,54
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,55
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,55
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,56
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,56
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,57
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,57
18:0f:76:c6:6c:a2,TUJHE KYA,-77,162,57
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,58
18:0f:76:c6:6c:a2,TUJHE KYA,-77,162,58
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,59
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,60
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,60
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,60
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,61
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,61
18:0f:76:c6:6c:a2,TUJHE KYA,-77,162,61
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,62
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,62
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,63
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,63
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,64
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,64
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,64
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,65
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,66
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,66
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,66
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,66
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,67
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,67
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,67
18:0f:76:c6:6c:a2,TUJHE KYA,-77,162,67
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,68
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,68
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,68
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,69
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,70
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,70
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,71
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,72
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,72
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,72
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,72
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,73
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,73
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,73
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,74
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,74
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,74
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,75
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,75
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,75
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,75
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,76
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,76
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,76
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,77
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,77
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,78
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,78
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,78
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,79
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,79
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,79
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,79
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,79
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,80
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,80
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,80
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,80
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,81
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,81
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,81
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,82
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,82
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,83
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,84
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,84
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,84
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,85
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,85
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,85
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,86
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,87
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,87
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,88
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,88
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,88
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,88
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,89
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,90
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,90
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,90
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,90
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,91
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,91
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,91
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,91
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,91
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,92
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,92
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,93
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,93
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,94
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,94
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,95
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,95
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,95
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,96
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,96
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,96
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,96
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,97
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,97
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,97
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,98
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,98
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,98
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,98
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,99
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,99
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,99
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,99
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,100
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,100
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,100
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,101
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,101
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,101
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,102
18:0f:76:c6:6c:a2,TUJHE KYA,-87,162,102
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,102
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,103
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,103
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,104
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,104
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,104
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,105
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,106
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,106
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,106
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,107
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,107
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,107
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,108
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,108
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,108
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,109
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,109
0c:d2:b5:31:31:6c,MTNL_31316C_1,-63,162,110
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,110
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,110
0c:d2:b5:31:31:6c,MTNL_31316C_1,-63,162,110
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,111
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,111
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,111
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,112
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,112
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,112
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,113
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,113
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,114
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,114
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,115
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,115
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,116
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,116
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,117
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,117
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,117
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,117
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,117
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,118
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,118
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,118
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,119
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,120
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,120
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,120
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,121
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,121
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,122
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,122
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,123
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,123
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,124
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,124
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,124
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,124
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,124
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,125
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,125
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,125
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,125
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,126
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,126
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,126
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,126
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,127
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,127
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,128
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,128
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,128
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,129
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,129
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,129
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,129
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,130
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,130
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,131
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,131
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,131
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,131
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,131
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,133
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,133
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,133
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,133
18:0f:76:c6:6c:a2,TUJHE KYA,-85,162,134
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,134
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,135
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,135
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,136
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,136
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,137
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,137
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,138
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,138
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,138
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,139
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,139
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,140
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,140
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,140
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,141
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-65,162,141
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,142
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-67,162,142
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,142
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,142
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-67,162,143
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,143
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,143
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,144
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,144
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-65,162,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,145
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,145
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-65,162,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,146
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,146
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,146
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,147
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,147
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,148
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,149
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,150
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,150
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,151
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,152
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,152
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,152
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,153
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,153
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,153
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,153
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,154
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,154
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,155
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,162,155
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,155
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,155
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,156
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,156
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,156
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,162,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,162,158
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,158
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,158
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,159
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,160
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,160
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,162,160
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,161
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,161
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,161
0c:d2:b5:31:31:6c,MTNL_31316C_1,-85,162,161
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,161
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,161
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,162
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,162
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,163
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,163
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,164
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,164
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,165
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,166
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,167
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,167
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,167
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,168
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,168
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,168
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,169
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,169
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,169
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,169
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,169
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,169
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,168
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,168
18:0f:76:c6:6c:a2,TUJHE KYA,-83,162,168
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,168
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,167
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,167
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,167
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,162,166
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,165
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,165
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,165
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,162,164
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,164
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,162,164
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,164
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,164
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,163
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,162,161
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,161
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,160
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,160
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,159
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,159
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,162,158
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,162,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,157
18:0f:76:c6:6c:a2,TUJHE KYA,-79,162,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,156
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,156
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,162,156
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,162,155
18:0f:76:c6:6c:a2,TUJHE KYA,-81,162,155
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,155
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,154
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,162,154
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,162,154
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,162,153
